order_id,ordered_at,customer_id,country,product,quantity,unit_price,total_usd,discount,status,is_gift
100249,2026-01-13T06:11:00+00:00,C-0009,DE,laptop stand,1,215.73,215.73,,shipped,False
100250,2026-04-10T08:05:00+00:00,C-0091,JP,hdmi cable,1,47.89,47.89,,processing,False
100251,2026-04-28T14:08:00+00:00,C-1187,JP,webcam,1,181.45,181.45,0.08,delivered,False
100252,2026-03-19T08:46:00+00:00,C-0711,US,portable ssd,2,211.37,422.74,,delivered,False
100253,2026-01-04T04:04:00+00:00,C-0815,NL,portable ssd,1,83.7,83.7,,delivered,False
100254,2026-04-28T02:28:00+00:00,C-0542,JP,webcam,1,223.49,223.49,0.24,delivered,False
100255,2026-05-08T13:24:00+00:00,C-0593,DE,usb-c dock,1,140,140,0.3,delivered,False
100256,2026-05-30T14:49:00+00:00,C-1155,FR,hdmi cable,1,227.44,227.44,,delivered,False
100257,2026-06-11T00:01:00+00:00,C-0237,GB,mechanical keyboard,1,155.74,155.74,,cancelled,False
100258,2026-06-05T12:02:00+00:00,C-0884,CA,usb-c dock,1,111.93,111.93,,processing,False
100259,2026-01-19T12:58:00+00:00,C-0416,NL,mechanical keyboard,2,166.12,332.24,,shipped,False
100260,2026-03-16T00:22:00+00:00,C-0537,FR,mechanical keyboard,2,119.92,239.84,,delivered,False
100261,2026-01-16T07:05:00+00:00,C-0747,GB,portable ssd,1,22.18,22.18,,processing,False
100262,2026-04-24T08:00:00+00:00,C-0108,DE,mechanical keyboard,1,57.95,57.95,0.22,delivered,False
100263,2026-05-08T21:54:00+00:00,C-0105,JP,usb-c dock,1,16.6,16.6,,delivered,False
100264,2026-03-24T15:29:00+00:00,C-0706,BR,noise-cancelling headphones,1,46.31,46.31,,delivered,False
100265,2026-02-21T16:30:00+00:00,C-1198,AU,monitor arm,2,55.67,111.34,,delivered,False
100266,2026-04-15T20:50:00+00:00,C-0757,FR,laptop stand,3,229.51,688.53,0.16,delivered,False
100267,2026-02-03T19:01:00+00:00,C-0013,CA,usb-c dock,1,18.28,18.28,,delivered,True
100268,2026-03-20T02:48:00+00:00,C-0778,CA,usb-c dock,1,163.75,163.75,,delivered,False
100269,2026-03-24T07:48:00+00:00,C-0906,JP,portable ssd,1,204.32,204.32,,processing,False
100270,2026-06-14T11:13:00+00:00,C-1168,NL,webcam,3,139.62,418.86,,shipped,False
100271,2026-02-23T18:36:00+00:00,C-0995,BR,mechanical keyboard,1,23.84,23.84,,delivered,False
100272,2026-01-30T16:51:00+00:00,C-0331,US,desk mat,1,35.31,35.31,,delivered,False
100273,2026-04-03T21:17:00+00:00,C-0385,JP,usb-c dock,1,127.31,127.31,,delivered,False
100274,2026-02-12T02:22:00+00:00,C-1002,NL,hdmi cable,2,84.69,169.38,,delivered,False
100275,2026-06-10T10:31:00+00:00,C-0118,BR,mechanical keyboard,1,181.74,181.74,,delivered,False
100276,2026-03-21T13:24:00+00:00,C-0704,JP,ergonomic mouse,2,157.35,314.70,,processing,False
100277,2026-02-14T12:15:00+00:00,C-0653,IN,usb-c dock,1,192.9,192.9,,cancelled,False
100278,2026-02-11T20:02:00+00:00,C-0557,DE,usb-c dock,1,165.82,165.82,,delivered,False
100279,2026-04-23T11:56:00+00:00,C-0534,IN,webcam,2,173.97,347.94,,shipped,False
100280,2026-06-28T05:36:00+00:00,C-0496,IN,portable ssd,3,85.07,255.21,,shipped,False
100281,2026-05-29T15:36:00+00:00,C-1198,IN,usb-c dock,1,129.27,129.27,,delivered,False
100282,2026-06-26T00:39:00+00:00,C-0871,CA,desk mat,1,37.82,37.82,0.16,cancelled,False
100283,2026-03-08T14:56:00+00:00,C-0136,NL,noise-cancelling headphones,1,182.8,182.8,0.21,delivered,False
100284,2026-03-24T05:08:00+00:00,C-0422,CA,ergonomic mouse,2,152.15,304.30,,delivered,False
100285,2026-05-21T11:19:00+00:00,C-0759,US,laptop stand,2,206.4,412.8,,shipped,False
100286,2026-06-06T09:03:00+00:00,C-0920,AU,webcam,1,116.04,116.04,,shipped,True
100287,2026-03-11T02:03:00+00:00,C-1113,JP,noise-cancelling headphones,1,160.18,160.18,,delivered,False
100288,2026-06-15T11:06:00+00:00,C-0967,AU,webcam,1,152.8,152.8,,processing,True
100289,2026-03-03T05:26:00+00:00,C-0160,DE,monitor arm,1,104.96,104.96,,delivered,False
100290,2026-02-01T18:14:00+00:00,C-0470,FR,hdmi cable,1,233.63,233.63,,delivered,False
100291,2026-02-09T07:42:00+00:00,C-0214,CA,mechanical keyboard,1,242.16,242.16,0.07,processing,False
100292,2026-03-15T09:56:00+00:00,C-1046,CA,ergonomic mouse,1,110.13,110.13,0.1,delivered,False
100293,2026-04-24T14:09:00+00:00,C-1195,NL,webcam,1,49.28,49.28,,shipped,False
100294,2026-01-02T16:40:00+00:00,C-0741,FR,webcam,1,164.61,164.61,,delivered,False
100295,2026-04-01T17:34:00+00:00,C-0034,IN,webcam,1,240.74,240.74,,processing,False
100296,2026-05-23T14:27:00+00:00,C-0956,GB,portable ssd,1,211.86,211.86,,delivered,False
100297,2026-02-26T14:16:00+00:00,C-0183,DE,desk mat,1,22.11,22.11,,delivered,False
100298,2026-03-30T07:10:00+00:00,C-0080,AU,hdmi cable,3,190.23,570.69,,delivered,False
100299,2026-02-16T09:38:00+00:00,C-0425,AU,portable ssd,2,64.52,129.04,0.05,shipped,False
100300,2026-06-25T15:15:00+00:00,C-0272,FR,ergonomic mouse,1,60.3,60.3,,processing,False
100301,2026-05-30T09:28:00+00:00,C-0072,DE,ergonomic mouse,1,179.79,179.79,,delivered,False
100302,2026-03-14T07:34:00+00:00,C-0058,AU,desk mat,1,47.34,47.34,,delivered,False
100303,2026-05-20T17:38:00+00:00,C-0055,DE,desk mat,1,157.37,157.37,0.29,returned,False
100304,2026-01-24T04:39:00+00:00,C-0009,US,ergonomic mouse,1,86.63,86.63,,delivered,False
100305,2026-03-27T19:40:00+00:00,C-0246,GB,webcam,1,221.6,221.6,,delivered,False
100306,2026-05-13T11:36:00+00:00,C-1106,CA,laptop stand,1,219.81,219.81,,delivered,False
100307,2026-04-27T20:39:00+00:00,C-0351,IN,usb-c dock,3,83.3,249.9,,delivered,False
100308,2026-04-03T15:06:00+00:00,C-0358,JP,webcam,3,202.3,606.9,,returned,False
100309,2026-05-07T13:37:00+00:00,C-0712,GB,webcam,1,125.81,125.81,,processing,False
100310,2026-03-15T10:47:00+00:00,C-1119,NL,ergonomic mouse,3,179.1,537.3,,delivered,False
100311,2026-03-16T19:48:00+00:00,C-0195,CA,noise-cancelling headphones,1,23.73,23.73,0.25,delivered,False
100312,2026-04-23T07:51:00+00:00,C-0101,DE,ergonomic mouse,2,40.62,81.24,0.13,delivered,False
100313,2026-03-23T20:56:00+00:00,C-0704,NL,monitor arm,1,47.17,47.17,,delivered,False
100314,2026-02-21T06:09:00+00:00,C-0635,IN,webcam,2,80.47,160.94,,delivered,False
100315,2026-03-18T05:59:00+00:00,C-0415,CA,portable ssd,1,33.7,33.7,,processing,False
100316,2026-02-19T10:41:00+00:00,C-0417,CA,webcam,1,77.23,77.23,,delivered,False
100317,2026-03-16T01:36:00+00:00,C-0896,IN,ergonomic mouse,3,121.51,364.53,,delivered,False
100318,2026-03-30T05:25:00+00:00,C-0128,BR,ergonomic mouse,1,222.75,222.75,,delivered,False
100319,2026-05-19T01:05:00+00:00,C-0738,IN,ergonomic mouse,4,217.74,870.96,,processing,False
100320,2026-04-02T21:13:00+00:00,C-0504,AU,desk mat,1,57.77,57.77,,delivered,False
100321,2026-04-19T22:17:00+00:00,C-0670,FR,ergonomic mouse,1,35.57,35.57,0.14,delivered,False
100322,2026-06-02T16:01:00+00:00,C-0310,IN,laptop stand,1,85.14,85.14,0.22,cancelled,False
100323,2026-05-26T11:49:00+00:00,C-0394,GB,usb-c dock,1,51.37,51.37,,delivered,False
100324,2026-04-20T01:45:00+00:00,C-0782,IN,ergonomic mouse,4,153.03,612.12,,returned,False
100325,2026-04-18T02:25:00+00:00,C-0800,CA,hdmi cable,2,126.78,253.56,,delivered,False
100326,2026-04-14T21:49:00+00:00,C-0727,IN,monitor arm,1,136.54,136.54,,shipped,False
100327,2026-01-23T23:45:00+00:00,C-0616,JP,noise-cancelling headphones,2,229.23,458.46,,processing,False
100328,2026-02-09T22:50:00+00:00,C-0506,US,ergonomic mouse,1,201.45,201.45,0.19,delivered,False
100329,2026-03-05T09:08:00+00:00,C-0178,US,usb-c dock,1,89,89,0.1,delivered,False
100330,2026-04-04T13:03:00+00:00,C-1067,GB,usb-c dock,1,215.66,215.66,,delivered,False
100331,2026-03-13T19:24:00+00:00,C-0842,NL,desk mat,1,39.96,39.96,0.16,delivered,False
100332,2026-04-18T13:16:00+00:00,C-0786,NL,ergonomic mouse,2,89.1,178.2,0.12,cancelled,False
100333,2026-04-23T01:37:00+00:00,C-0882,AU,laptop stand,3,131.36,394.08,,processing,False
100334,2026-04-07T23:55:00+00:00,C-0453,NL,webcam,1,178.76,178.76,,shipped,False
100335,2026-03-11T13:43:00+00:00,C-1105,JP,mechanical keyboard,1,109.9,109.9,,delivered,False
100336,2026-01-24T12:28:00+00:00,C-0816,CA,ergonomic mouse,2,86.48,172.96,,shipped,False
100337,2026-06-16T15:24:00+00:00,C-0519,NL,ergonomic mouse,1,29.7,29.7,,shipped,False
100338,2026-01-15T07:04:00+00:00,C-0827,GB,portable ssd,1,234.57,234.57,,shipped,True
100339,2026-04-29T00:17:00+00:00,C-1049,CA,portable ssd,1,100.95,100.95,,delivered,False
100340,2026-05-31T05:50:00+00:00,C-0159,FR,hdmi cable,1,176.08,176.08,0.27,delivered,False
100341,2026-03-06T06:41:00+00:00,C-0999,FR,webcam,1,52.18,52.18,0.29,delivered,False
100342,2026-05-15T11:54:00+00:00,C-0255,AU,portable ssd,1,227.91,227.91,,delivered,False
100343,2026-05-04T02:45:00+00:00,C-1006,DE,usb-c dock,1,183.13,183.13,,processing,False
100344,2026-04-04T06:59:00+00:00,C-0561,US,hdmi cable,1,243.81,243.81,,delivered,False
100345,2026-05-06T21:17:00+00:00,C-0425,DE,mechanical keyboard,1,196.83,196.83,,shipped,False
100346,2026-06-04T22:43:00+00:00,C-0800,IN,usb-c dock,1,22.57,22.57,,delivered,False
100347,2026-03-18T07:07:00+00:00,C-1166,GB,webcam,1,168.24,168.24,,delivered,True
100348,2026-03-02T04:57:00+00:00,C-0005,US,desk mat,1,44.07,44.07,,delivered,False
100349,2026-06-13T17:30:00+00:00,C-0383,JP,noise-cancelling headphones,1,206.02,206.02,0.09,delivered,False
100350,2026-03-31T08:12:00+00:00,C-0988,US,noise-cancelling headphones,1,122.54,122.54,,delivered,False
100351,2026-01-23T22:21:00+00:00,C-1081,CA,desk mat,1,21.16,21.16,,delivered,False
100352,2026-05-31T22:39:00+00:00,C-0322,DE,webcam,1,130.9,130.9,,delivered,False
100353,2026-05-27T11:08:00+00:00,C-0744,GB,monitor arm,2,56.63,113.26,,cancelled,False
100354,2026-04-09T04:50:00+00:00,C-0782,BR,noise-cancelling headphones,1,118,118,,delivered,False
100355,2026-04-01T22:57:00+00:00,C-0646,JP,desk mat,1,202.78,202.78,0.15,delivered,False
100356,2026-02-05T15:12:00+00:00,C-0328,IN,desk mat,1,95.26,95.26,0.21,processing,False
100357,2026-03-18T15:42:00+00:00,C-0407,FR,webcam,1,141.32,141.32,0.12,delivered,False
100358,2026-02-03T12:47:00+00:00,C-0345,FR,mechanical keyboard,1,174.32,174.32,,delivered,False
100359,2026-03-29T07:02:00+00:00,C-0221,FR,webcam,1,110.27,110.27,,processing,True
100360,2026-03-22T11:57:00+00:00,C-0810,FR,monitor arm,1,52.97,52.97,,processing,False
100361,2026-01-21T10:04:00+00:00,C-0074,NL,desk mat,1,50.85,50.85,,shipped,False
100362,2026-04-03T13:20:00+00:00,C-0632,CA,desk mat,1,162.66,162.66,0.18,delivered,False
100363,2026-05-06T01:01:00+00:00,C-0162,DE,usb-c dock,1,185.29,185.29,,delivered,False
100364,2026-02-18T03:41:00+00:00,C-0297,GB,ergonomic mouse,1,86.78,86.78,0.19,processing,False
100365,2026-06-16T11:20:00+00:00,C-1076,GB,webcam,1,139.44,139.44,,delivered,False
100366,2026-01-14T23:22:00+00:00,C-1038,DE,laptop stand,1,63.9,63.9,,delivered,False
100367,2026-03-11T09:58:00+00:00,C-0952,US,noise-cancelling headphones,1,91.74,91.74,,delivered,False
100368,2026-01-07T22:29:00+00:00,C-0171,JP,desk mat,3,150.84,452.52,,shipped,False
100369,2026-02-03T02:50:00+00:00,C-0155,IN,webcam,1,194.95,194.95,,cancelled,False
100370,2026-05-18T07:38:00+00:00,C-0243,FR,portable ssd,1,188.29,188.29,,shipped,False
100371,2026-04-03T09:25:00+00:00,C-0050,IN,hdmi cable,1,208.77,208.77,0.09,processing,False
100372,2026-05-21T12:54:00+00:00,C-0874,AU,ergonomic mouse,1,60.34,60.34,,processing,True
100373,2026-03-20T07:40:00+00:00,C-0018,DE,usb-c dock,1,87.93,87.93,,delivered,False
100374,2026-02-25T21:19:00+00:00,C-0762,CA,desk mat,1,234.69,234.69,,delivered,False
100375,2026-01-04T00:38:00+00:00,C-0577,JP,ergonomic mouse,1,221.58,221.58,,delivered,False
100376,2026-01-08T03:19:00+00:00,C-0147,FR,desk mat,4,130.33,521.32,,shipped,False
100377,2026-05-17T11:38:00+00:00,C-1079,JP,laptop stand,4,214.11,856.44,,delivered,False
100378,2026-01-23T21:03:00+00:00,C-0632,NL,ergonomic mouse,2,65.43,130.86,0.18,shipped,False
100379,2026-05-29T20:14:00+00:00,C-0954,JP,laptop stand,3,229.64,688.92,,shipped,False
100380,2026-04-19T12:30:00+00:00,C-0847,AU,noise-cancelling headphones,1,73.44,73.44,,delivered,False
100381,2026-04-22T15:06:00+00:00,C-1000,CA,portable ssd,1,91.61,91.61,,delivered,False
100382,2026-01-24T15:12:00+00:00,C-0269,AU,monitor arm,1,42.81,42.81,,shipped,False
100383,2026-01-25T21:16:00+00:00,C-0564,FR,noise-cancelling headphones,1,121.89,121.89,0.24,delivered,False
100384,2026-06-17T01:25:00+00:00,C-0301,CA,monitor arm,1,146.26,146.26,,returned,False
100385,2026-03-29T14:41:00+00:00,C-1035,CA,mechanical keyboard,1,124.33,124.33,,delivered,False
100386,2026-03-26T15:34:00+00:00,C-1082,CA,mechanical keyboard,4,110.41,441.64,0.16,delivered,False
100387,2026-03-07T20:06:00+00:00,C-0111,NL,portable ssd,1,154.16,154.16,,delivered,False
100388,2026-01-18T06:58:00+00:00,C-1029,NL,noise-cancelling headphones,2,82.98,165.96,,shipped,False
100389,2026-02-11T11:19:00+00:00,C-1067,DE,portable ssd,1,28.92,28.92,,delivered,False
100390,2026-06-02T08:56:00+00:00,C-0589,JP,laptop stand,1,31.6,31.6,,returned,False
100391,2026-02-08T18:09:00+00:00,C-0905,DE,noise-cancelling headphones,1,204.11,204.11,,delivered,False
100392,2026-03-30T16:22:00+00:00,C-0597,BR,laptop stand,1,226.45,226.45,0.28,returned,True
100393,2026-04-04T15:07:00+00:00,C-0122,US,portable ssd,1,78.43,78.43,,delivered,False
100394,2026-03-15T12:56:00+00:00,C-0404,IN,desk mat,2,172.25,344.50,,delivered,False
100395,2026-03-23T05:16:00+00:00,C-0061,FR,hdmi cable,2,192.86,385.72,,delivered,False
100396,2026-01-17T22:20:00+00:00,C-1166,BR,noise-cancelling headphones,1,159.64,159.64,,delivered,False
100397,2026-02-17T06:06:00+00:00,C-1131,AU,ergonomic mouse,1,120.24,120.24,0.07,shipped,False
100398,2026-02-13T19:34:00+00:00,C-0265,AU,monitor arm,2,231.99,463.98,,processing,False
100399,2026-02-09T00:54:00+00:00,C-1127,BR,noise-cancelling headphones,1,128.48,128.48,,processing,False
100400,2026-02-04T20:25:00+00:00,C-1057,IN,mechanical keyboard,1,86.54,86.54,,delivered,False
100401,2026-04-25T01:21:00+00:00,C-0682,IN,ergonomic mouse,1,17.19,17.19,0.08,shipped,False
100402,2026-05-29T01:15:00+00:00,C-0091,AU,desk mat,1,181,181,,processing,False
100403,2026-02-18T05:09:00+00:00,C-0125,CA,portable ssd,1,178.62,178.62,,shipped,False
100404,2026-03-31T22:29:00+00:00,C-0881,CA,webcam,3,81.82,245.46,,delivered,False
100405,2026-05-01T19:17:00+00:00,C-0940,NL,hdmi cable,1,121.4,121.4,,delivered,False
100406,2026-03-27T20:02:00+00:00,C-0952,IN,ergonomic mouse,3,133.81,401.43,,delivered,False
100407,2026-01-31T06:17:00+00:00,C-0220,GB,monitor arm,1,146.01,146.01,,delivered,False
100408,2026-05-21T01:04:00+00:00,C-0944,IN,laptop stand,1,17.54,17.54,0.23,cancelled,False
100409,2026-03-08T12:51:00+00:00,C-0251,US,usb-c dock,1,109.71,109.71,,shipped,False
100410,2026-01-30T20:27:00+00:00,C-0161,IN,laptop stand,1,23.36,23.36,,delivered,True
100411,2026-04-25T13:23:00+00:00,C-0092,CA,hdmi cable,1,212.37,212.37,0.23,delivered,False
100412,2026-04-29T07:05:00+00:00,C-0137,BR,ergonomic mouse,1,97.83,97.83,,delivered,False
100413,2026-05-25T21:08:00+00:00,C-0513,CA,portable ssd,1,185.46,185.46,0.1,processing,False
100414,2026-04-27T06:46:00+00:00,C-0176,DE,hdmi cable,1,69.31,69.31,,shipped,False
100415,2026-02-02T17:56:00+00:00,C-0466,GB,mechanical keyboard,2,73.77,147.54,0.1,processing,False
100416,2026-01-25T21:38:00+00:00,C-0680,US,hdmi cable,1,176.89,176.89,0.21,processing,False
100417,2026-06-26T11:59:00+00:00,C-0709,NL,webcam,1,203.55,203.55,,delivered,False
100418,2026-03-29T21:19:00+00:00,C-0311,US,portable ssd,1,27.41,27.41,,cancelled,False
100419,2026-01-29T06:54:00+00:00,C-0326,DE,laptop stand,1,90.19,90.19,,delivered,False
100420,2026-05-27T23:55:00+00:00,C-0655,US,desk mat,1,146.35,146.35,0.15,delivered,False
100421,2026-05-27T02:44:00+00:00,C-1098,CA,laptop stand,1,216.6,216.6,,processing,False
100422,2026-01-18T15:12:00+00:00,C-0739,GB,laptop stand,1,219.17,219.17,,shipped,False
100423,2026-05-29T18:04:00+00:00,C-0264,US,laptop stand,2,187.77,375.54,,shipped,False
100424,2026-05-01T09:53:00+00:00,C-1079,US,mechanical keyboard,3,228.95,686.85,,processing,False
100425,2026-04-07T22:13:00+00:00,C-0697,AU,laptop stand,1,134.23,134.23,,delivered,False
100426,2026-02-26T07:27:00+00:00,C-0300,IN,monitor arm,1,32.22,32.22,,processing,True
100427,2026-02-22T18:20:00+00:00,C-1109,JP,desk mat,1,219.64,219.64,0.23,processing,False
100428,2026-03-18T06:38:00+00:00,C-0646,GB,hdmi cable,1,25.97,25.97,,delivered,False
100429,2026-01-23T15:50:00+00:00,C-0355,AU,desk mat,1,236.13,236.13,0.07,returned,False
100430,2026-01-28T11:35:00+00:00,C-1146,NL,webcam,1,15.03,15.03,0.05,shipped,False
100431,2026-01-25T23:25:00+00:00,C-0879,US,mechanical keyboard,2,88.1,176.2,0.14,delivered,False
100432,2026-01-17T19:28:00+00:00,C-0309,JP,laptop stand,1,104.35,104.35,0.1,delivered,False
100433,2026-04-14T02:08:00+00:00,C-0421,US,ergonomic mouse,2,121.94,243.88,,delivered,True
100434,2026-01-22T03:45:00+00:00,C-0879,DE,webcam,1,234.45,234.45,0.07,delivered,False
100435,2026-01-27T18:35:00+00:00,C-0854,FR,portable ssd,1,57.03,57.03,,returned,False
100436,2026-02-22T14:59:00+00:00,C-0232,NL,laptop stand,2,127.1,254.2,,delivered,False
100437,2026-02-20T09:22:00+00:00,C-1113,NL,ergonomic mouse,1,125.87,125.87,0.09,delivered,False
100438,2026-01-20T21:21:00+00:00,C-0677,CA,webcam,1,249.32,249.32,,processing,False
100439,2026-01-18T14:57:00+00:00,C-0553,DE,desk mat,3,12.48,37.44,,processing,False
100440,2026-05-06T17:30:00+00:00,C-0393,CA,portable ssd,1,57.75,57.75,,cancelled,False
100441,2026-03-01T14:54:00+00:00,C-0109,FR,portable ssd,1,174.52,174.52,,delivered,False
100442,2026-03-11T08:58:00+00:00,C-0242,GB,desk mat,1,70.42,70.42,0.28,delivered,False
100443,2026-02-25T14:21:00+00:00,C-0720,CA,usb-c dock,1,96.45,96.45,,delivered,False
100444,2026-06-13T12:50:00+00:00,C-1182,IN,usb-c dock,2,165.86,331.72,,delivered,False
100445,2026-01-12T00:05:00+00:00,C-1070,DE,portable ssd,3,67.43,202.29,,delivered,False
100446,2026-05-05T15:46:00+00:00,C-0460,IN,mechanical keyboard,1,217.35,217.35,,cancelled,False
100447,2026-02-20T07:11:00+00:00,C-0688,NL,portable ssd,1,34.82,34.82,,returned,False
100448,2026-03-15T10:17:00+00:00,C-1173,CA,usb-c dock,1,121.96,121.96,,shipped,False
100449,2026-03-15T00:15:00+00:00,C-0640,DE,webcam,1,249.92,249.92,,delivered,False
100450,2026-03-03T06:37:00+00:00,C-0341,FR,ergonomic mouse,1,34.4,34.4,0.22,returned,False
100451,2026-01-28T08:13:00+00:00,C-0852,GB,laptop stand,4,61.92,247.68,,returned,True
100452,2026-01-25T14:15:00+00:00,C-0607,AU,portable ssd,2,152.99,305.98,0.1,delivered,False
100453,2026-02-16T14:06:00+00:00,C-0996,BR,ergonomic mouse,2,56.69,113.38,,delivered,False
100454,2026-01-04T16:04:00+00:00,C-0058,BR,monitor arm,1,108.14,108.14,,delivered,False
100455,2026-03-13T21:26:00+00:00,C-0328,CA,usb-c dock,4,242.34,969.36,0.19,processing,False
100456,2026-03-29T07:46:00+00:00,C-1041,FR,portable ssd,2,117.25,234.50,,shipped,False
100457,2026-06-06T02:24:00+00:00,C-0558,US,hdmi cable,1,24.16,24.16,,shipped,False
100458,2026-06-20T02:57:00+00:00,C-0667,IN,portable ssd,1,41.75,41.75,0.18,processing,False
100459,2026-02-22T15:32:00+00:00,C-0078,NL,hdmi cable,1,36.2,36.2,,delivered,False
100460,2026-03-02T21:39:00+00:00,C-0269,IN,mechanical keyboard,1,12.01,12.01,,processing,False
100461,2026-02-06T12:16:00+00:00,C-0484,GB,ergonomic mouse,1,66.3,66.3,0.12,shipped,False
100462,2026-01-04T00:21:00+00:00,C-0265,AU,monitor arm,2,102.45,204.90,,delivered,False
100463,2026-06-27T10:48:00+00:00,C-0478,NL,webcam,1,153.83,153.83,,delivered,False
100464,2026-03-14T14:10:00+00:00,C-0992,JP,noise-cancelling headphones,2,152.97,305.94,,delivered,False
100465,2026-06-24T00:21:00+00:00,C-0319,FR,ergonomic mouse,1,135.84,135.84,,delivered,False
100466,2026-04-02T08:54:00+00:00,C-0983,US,portable ssd,1,62.23,62.23,,shipped,False
100467,2026-01-30T16:38:00+00:00,C-0051,AU,hdmi cable,1,178.77,178.77,0.16,delivered,False
100468,2026-04-02T16:10:00+00:00,C-0684,FR,monitor arm,2,192.58,385.16,0.15,delivered,False
100469,2026-02-09T03:36:00+00:00,C-0792,CA,mechanical keyboard,1,19.64,19.64,,processing,False
100470,2026-06-22T18:16:00+00:00,C-0899,IN,monitor arm,1,41.46,41.46,0.26,processing,False
100471,2026-04-13T15:55:00+00:00,C-0245,IN,desk mat,4,221.76,887.04,,processing,False
100472,2026-06-27T07:28:00+00:00,C-0535,US,hdmi cable,4,71.77,287.08,,delivered,False
100473,2026-06-13T13:47:00+00:00,C-0345,JP,ergonomic mouse,1,144.36,144.36,,shipped,False
100474,2026-05-04T01:01:00+00:00,C-0099,DE,mechanical keyboard,1,136.05,136.05,,delivered,False
100475,2026-01-07T09:08:00+00:00,C-0303,AU,hdmi cable,1,219.36,219.36,,shipped,False
100476,2026-05-15T15:51:00+00:00,C-0457,FR,noise-cancelling headphones,1,249.42,249.42,,shipped,False
100477,2026-05-01T07:37:00+00:00,C-0898,FR,desk mat,1,159.45,159.45,,delivered,False
100478,2026-06-02T17:44:00+00:00,C-0546,NL,monitor arm,1,233.79,233.79,,processing,False
100479,2026-03-11T08:51:00+00:00,C-0090,BR,webcam,1,180.19,180.19,0.13,delivered,False
100480,2026-06-09T13:26:00+00:00,C-0733,AU,hdmi cable,1,117.01,117.01,0.3,returned,False
100481,2026-05-11T14:49:00+00:00,C-0747,DE,portable ssd,1,108.64,108.64,,delivered,False
100482,2026-05-08T09:53:00+00:00,C-1100,CA,usb-c dock,1,243.95,243.95,0.28,delivered,False
100483,2026-05-17T05:28:00+00:00,C-0851,BR,monitor arm,1,236.8,236.8,,shipped,False
100484,2026-04-08T18:41:00+00:00,C-0318,AU,usb-c dock,4,189.82,759.28,,delivered,False
100485,2026-02-05T18:58:00+00:00,C-0134,IN,usb-c dock,1,40.9,40.9,,delivered,True
100486,2026-06-24T15:05:00+00:00,C-0629,DE,ergonomic mouse,1,123.21,123.21,,delivered,False
100487,2026-02-28T17:49:00+00:00,C-0986,US,noise-cancelling headphones,2,58.35,116.70,,shipped,False
100488,2026-03-21T09:35:00+00:00,C-0510,CA,desk mat,2,80.54,161.08,,delivered,False
100489,2026-01-07T14:16:00+00:00,C-0640,DE,usb-c dock,1,157.01,157.01,,shipped,False
100490,2026-06-26T16:23:00+00:00,C-0716,FR,laptop stand,1,103.72,103.72,,shipped,False
100491,2026-06-03T18:32:00+00:00,C-1172,BR,portable ssd,2,229.78,459.56,,delivered,False
100492,2026-02-21T05:44:00+00:00,C-0575,CA,usb-c dock,1,239.71,239.71,0.16,delivered,False
100493,2026-02-25T23:31:00+00:00,C-0295,CA,usb-c dock,4,81.54,326.16,,processing,False
100494,2026-02-25T08:17:00+00:00,C-0684,CA,monitor arm,1,213.12,213.12,0.19,delivered,False
100495,2026-03-12T22:17:00+00:00,C-0567,IN,noise-cancelling headphones,1,236.63,236.63,,delivered,False
100496,2026-03-04T22:09:00+00:00,C-0775,DE,ergonomic mouse,1,44.18,44.18,,delivered,False
100497,2026-04-27T12:37:00+00:00,C-0887,DE,ergonomic mouse,1,28.09,28.09,,delivered,False
100498,2026-06-05T20:10:00+00:00,C-0354,DE,usb-c dock,1,178.04,178.04,,delivered,False
100499,2026-06-10T06:15:00+00:00,C-0190,JP,ergonomic mouse,1,230.28,230.28,0.24,delivered,False
100500,2026-02-27T02:40:00+00:00,C-0930,JP,laptop stand,1,238.67,238.67,,delivered,False
